"index","SessionID","Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Weekend","Month","CustomerType","Purchase"
"2281","2282","0","0","1","51","29","1225.5","0","0.010344828","25.90331034","0","False","May","New_Customer","1"
"2290","2291","2","29.33333333","0","0","98","2680.828571","0.009183673","0.014160401","16.04860714","0","False","May","Returning_Customer","1"
"2301","2302","3","44","4","1636","49","4945.083333","0.009259259","0.029444444","6.165","0.8","False","May","Returning_Customer","1"
"2304","2305","0","0","0","0","20","528","0","0.0075","31.1904","0.6","False","May","New_Customer","1"
"2319","2320","8","119","0","0","31","1273.875","0","0.003921569","12.63441176","0","False","May","New_Customer","1"
"2335","2336","4","92.25","1","0","47","1506.220833","0","0.025596405","8.011553351","0.4","False","May","Returning_Customer","1"
"2340","2341","0","0","1","257","31","1906.8","0.01875","0.048125","22.62989583","0.4","False","May","Returning_Customer","1"
"2359","2360","2","61.16666667","0","0","47","901.25","0.008333333","0.025","32.799375","0","False","May","Returning_Customer","1"
"2360","2361","2","39.5","1","161","34","1406.209524","0.010810811","0.021212121","23.60518919","0.2","False","May","Returning_Customer","1"
"2384","2385","3","42.33333333","0","0","64","2471.391775","0.005555556","0.020580808","6.221045455","0.6","False","May","Returning_Customer","1"
"2392","2393","0","0","0","0","3","127","0","0.066666667","65.988","0","False","May","Returning_Customer","1"
"2395","2396","3","65.16666667","2","16","23","599.3333333","0.008333333","0.016666667","5.4945","0","True","May","Returning_Customer","1"
"2412","2413","0","0","0","0","12","499","0","0.018181818","86.388","0","True","May","New_Customer","1"
"2419","2420","4","69","1","0","19","580.5","0.010526316","0.049122807","22.32934737","0","True","May","Returning_Customer","1"
"2466","2467","0","0","2","499","12","755","0","0.015384615","71.488","0","False","May","New_Customer","1"
"2473","2474","14","662.5357143","2","58","41","854.2863248","0.01875","0.021194084","10.17225","0","True","May","Returning_Customer","1"
"2482","2483","0","0","0","0","12","554.5","0","0.018181818","49.62545455","0","False","May","New_Customer","1"
"2497","2498","1","337","1","39","16","630.5","0","0.00625","28.794","0","True","May","Returning_Customer","1"
"2529","2530","1","47.16666667","1","3","42","1462.659125","0.004651163","0.019047619","7.734903101","0","False","May","Returning_Customer","1"
"2539","2540","8","121.6666667","2","62","30","1688.72619","0","0.011764706","15.08488235","0","False","May","Returning_Customer","1"
"2553","2554","4","70.83333333","1","30","27","1150.192063","0.003125","0.0125","23.554375","0","False","May","Returning_Customer","1"
"2557","2558","10","252.5","2","506","14","289.6666667","0","0.021212121","29.77418182","0","False","May","Returning_Customer","1"
